Mabin,0,2930
Rainne,0,4110
LUKAH,0,2390
UNSA,0,910
DUWA,0,1760
MABIN,0,2120
mabin,0,1360
rainne,0,2120
mabin,0,1650
rainne,0,1890
mabin,0,1220
rainne,0,2580
Mabin,0,310
Mabin,0,140
Rainne,0,70
Mabin,0,60
Mabin,0,280
Rainne,0,180
Mabin,0,70
Rainne,0,120
Mabin,0,8760
Mabin,0,4780
Rainne,0,5430
Mabin,0,250
Mabin,0,120
Rainne,0,50
MervTest,0,5270
RAINNE,0,5350
Mabin,0,1610
Rainne,0,2680
Mabin,0,3480
